id,parent_id,name,Latitude,Longitude
6103,61,LANDAK,0.5108793260001,109.704687895
6104,61,MEMPAWAH,0.34726657000003,109.1108932255
6105,61,SANGGAU,0.35071133200003,110.4442834065
6106,61,KETAPANG,-1.6967425054999,110.5904412545
6107,61,SINTANG,0.19376682950004,112.1089809715
6108,61,KAPUAS HULU,0.83405786400007,112.876571563
6109,61,SEKADAU,0.053734409000036,110.9252126405
6110,61,MELAWI,-0.73508843899998,111.7871958065
6111,61,KAYONG UTARA,-1.2476575759999,109.574453156
6112,61,KUBU RAYA,-0.37899784049996,109.5132129505
6171,61,PONTIANAK,-0.029657954499931,109.328109982
6172,61,SINGKAWANG,0.89103181700012,109.02559974801
6201,62,KOTAWARINGIN BARAT,-2.5483076269999,111.677653384
6202,62,KOTAWARINGIN TIMUR,-2.2298747235,112.677634498
6203,62,KAPUAS,-1.9179912899999,114.222149529
6204,62,BARITO SELATAN,-1.9640184779999,115.034508273
6205,62,BARITO UTARA,-0.73969577999994,115.1520906155
6206,62,SUKAMARA,-2.560361006,111.0673202695
6207,62,LAMANDAU,-1.8232397015,111.339379919
6208,62,SERUYAN,-2.1205335475,112.128858569
6209,62,KATINGAN,-1.8754771099999,112.933166493
6210,62,PULANG PISAU,-2.505421523,113.9549070385
6211,62,GUNUNG MAS,-0.98691912049996,113.5130596705
6212,62,BARITO TIMUR,-2.0148809414998,115.174647983
6213,62,MURUNG RAYA,-0.044398639499933,114.1713379505
6271,62,PALANGKA RAYA,-2.0111698085,113.7944041975
6301,63,TANAH LAUT,-3.8436361385,114.947129617
6302,63,KOTA BARU,-3.5252648264999,116.0356123405
6303,63,BANJAR,-3.2794484069999,115.051218302
6304,63,BARITO KUALA,-3.0301500104998,114.604197507
6305,63,TAPIN,-2.8679875699999,115.1551341505
6306,63,HULU SUNGAI SELATAN,-2.7181263265,115.2328751045
6307,63,HULU SUNGAI TENGAH,-2.6114856465,115.5242027315
6308,63,HULU SUNGAI UTARA,-2.4297511029996,115.13147157099
6309,63,TABALONG,-1.8369814999999,115.453871753
6310,63,TANAH BUMBU,-3.4452579835,115.667333514
6311,63,BALANGAN,-2.2851866789999,115.5865071455
6371,63,BANJARMASIN,-3.324683255001,114.59076881403
6372,63,BANJAR BARU,-3.4838891675005,114.81413313652
6401,64,PASER,-1.6876908514999,116.1071523135
6402,64,KUTAI BARAT,-0.47124309949994,115.8718858265
6403,64,KUTAI KARTANEGARA,0.19498000000005,116.5450106395
6404,64,KUTAI TIMUR,0.93058636750006,117.497683706
6405,64,BERAU,1.8150993390001,117.5823567025
6409,64,PENAJAM PASER UTARA,-1.2015071049999,116.645264405
6411,64,MAHAKAM HULU,0.66565748900003,114.8282300895
6471,64,BALIKPAPAN,-1.1608133875,116.8693233135
6472,64,SAMARINDA,-0.5096858474999,117.17552859499
6474,64,BONTANG,0.11176354600008,117.45917511101
6501,65,MALINAU,2.5823031945,115.698747761
6502,65,BULUNGAN,2.8469410795001,116.9875770375
6503,65,TANA TIDUNG,3.5540441539999,117.2598404075
6504,65,NUNUKAN,3.9054716835001,116.7429594395
6571,65,TARAKAN,3.3410078130006,117.59187180702
7101,71,BOLAANG MONGONDOW,0.72065443150005,124.0349041155
7102,71,MINAHASA,1.2416386495001,124.8142745
7103,71,KEPULAUAN SANGIHE,3.9015153025,125.52682592249
7104,71,KEPULAUAN TALAUD,4.6467037624999,126.8704284285
7105,71,MINAHASA SELATAN,1.0710500720001,124.52823984101
7106,71,MINAHASA UTARA,1.5871829819999,124.95966399499
7107,71,BOLAANG MONGONDOW UTARA,0.76018855750004,123.42577424
7108,71,SIAU TAGULANDANG BIARO,2.4404456950001,125.328818909
7109,71,MINAHASA TENGGARA,0.98173705699997,124.75035810449
7110,71,BOLAANG MONGONDOW SELATAN,0.45453654100006,123.9785832655
7111,71,BOLAANG MONGONDOW TIMUR,0.71128852350009,124.5176662875
7171,71,MANADO,1.5393180955,124.80742536449
